"","locid","ndowid","timestamp","long_x","lat_y","hdop","species","mgmtarea","deviceid"
"1","NID10320 20160202 090125",10320,2016-02-02 01:01:25,-115.5767,36.04383,3.6,"MULD",26,39943
"2","NID10320 20160202 220029",10320,2016-02-02 14:00:29,-115.575,36.04296,2.8,"MULD",26,39943
"3","NID10320 20160202 230028",10320,2016-02-02 15:00:28,-115.5751,36.04301,2.4,"MULD",26,39943
"4","NID10320 20160203 000041",10320,2016-02-02 16:00:41,-115.575,36.04298,4,"MULD",26,39943
"5","NID10320 20160203 010030",10320,2016-02-02 17:00:30,-115.5751,36.04305,3,"MULD",26,39943
"6","NID10320 20160203 020014",10320,2016-02-02 18:00:14,-115.5752,36.04305,4,"MULD",26,39943
"7","NID10320 20160203 030023",10320,2016-02-02 19:00:23,-115.5752,36.04293,4,"MULD",26,39943
"8","NID10320 20160203 040048",10320,2016-02-02 20:00:48,-115.575,36.04294,2.6,"MULD",26,39943
"9","NID10320 20160203 045959",10320,2016-02-02 20:59:59,-115.5746,36.04289,2,"MULD",26,39943
"10","NID10320 20160203 060048",10320,2016-02-02 22:00:48,-115.5742,36.04294,3.4,"MULD",26,39943
"11","NID10320 20160203 070029",10320,2016-02-02 23:00:29,-115.5744,36.04295,1.8,"MULD",26,39943
"12","NID10320 20160203 080009",10320,2016-02-03 00:00:09,-115.5744,36.04299,2.2,"MULD",26,39943
"13","NID10320 20160203 090014",10320,2016-02-03 01:00:14,-115.5753,36.04296,3,"MULD",26,39943
"14","NID10320 20160203 100030",10320,2016-02-03 02:00:30,-115.575,36.0429,2.2,"MULD",26,39943
"15","NID10320 20160203 110030",10320,2016-02-03 03:00:30,-115.576,36.04224,4.2,"MULD",26,39943
"16","NID10320 20160203 120014",10320,2016-02-03 04:00:14,-115.5759,36.04228,2.6,"MULD",26,39943
"17","NID10320 20160203 130058",10320,2016-02-03 05:00:58,-115.5762,36.0429,3.8,"MULD",26,39943
"18","NID10320 20160203 140029",10320,2016-02-03 06:00:29,-115.576,36.04224,3,"MULD",26,39943
"19","NID10320 20160203 150019",10320,2016-02-03 07:00:19,-115.576,36.04191,3.6,"MULD",26,39943
"20","NID10320 20160203 160119",10320,2016-02-03 08:01:19,-115.576,36.04195,5.8,"MULD",26,39943
"21","NID10320 20160203 170030",10320,2016-02-03 09:00:30,-115.5761,36.04282,3.2,"MULD",26,39943
"22","NID10320 20160203 180014",10320,2016-02-03 10:00:14,-115.5771,36.04326,3.4,"MULD",26,39943
"23","NID10320 20160204 000135",10320,2016-02-03 16:01:35,-115.5775,36.0436,9.2,"MULD",26,39943
"24","NID10320 20160204 130029",10320,2016-02-04 05:00:29,-115.5815,36.0379,3.6,"MULD",26,39943
"25","NID10320 20160204 140030",10320,2016-02-04 06:00:30,-115.5815,36.03793,2.8,"MULD",26,39943
"26","NID10320 20160204 150017",10320,2016-02-04 07:00:17,-115.5817,36.03766,2.2,"MULD",26,39943
"27","NID10320 20160204 160030",10320,2016-02-04 08:00:30,-115.5791,36.03688,3.4,"MULD",26,39943
"28","NID10320 20160204 170050",10320,2016-02-04 09:00:50,-115.5779,36.03757,2.4,"MULD",26,39943
"29","NID10320 20160204 180015",10320,2016-02-04 10:00:15,-115.5754,36.03781,3.8,"MULD",26,39943
"30","NID10320 20160204 190030",10320,2016-02-04 11:00:30,-115.5746,36.03762,2,"MULD",26,39943
"31","NID10320 20160204 200030",10320,2016-02-04 12:00:30,-115.5746,36.03762,2,"MULD",26,39943
"32","NID10320 20160204 210014",10320,2016-02-04 13:00:14,-115.5743,36.03776,2,"MULD",26,39943
"33","NID10320 20160204 220016",10320,2016-02-04 14:00:16,-115.5734,36.0378,3.6,"MULD",26,39943
"34","NID10320 20160204 230022",10320,2016-02-04 15:00:22,-115.5718,36.03958,1.6,"MULD",26,39943
"35","NID10320 20160205 000006",10320,2016-02-04 16:00:06,-115.5718,36.03958,3,"MULD",26,39943
"36","NID10320 20160205 010033",10320,2016-02-04 17:00:33,-115.5714,36.04041,2.4,"MULD",26,39943
"37","NID10320 20160205 020029",10320,2016-02-04 18:00:29,-115.5706,36.04224,3,"MULD",26,39943
"38","NID10320 20160205 030014",10320,2016-02-04 19:00:14,-115.5707,36.04227,2,"MULD",26,39943
"39","NID10320 20160205 040030",10320,2016-02-04 20:00:30,-115.5707,36.04226,1.6,"MULD",26,39943
"40","NID10320 20160205 050017",10320,2016-02-04 21:00:17,-115.5707,36.04221,1.6,"MULD",26,39943
"41","NID10320 20160205 060007",10320,2016-02-04 22:00:07,-115.5714,36.04343,2.4,"MULD",26,39943
"42","NID10320 20160205 070022",10320,2016-02-04 23:00:22,-115.5747,36.04305,4,"MULD",26,39943
"43","NID10320 20160205 080117",10320,2016-02-05 00:01:17,-115.575,36.04291,4.4,"MULD",26,39943
"44","NID10320 20160205 090033",10320,2016-02-05 01:00:33,-115.5757,36.04261,3.8,"MULD",26,39943
"45","NID10320 20160205 100033",10320,2016-02-05 02:00:33,-115.5785,36.04346,3,"MULD",26,39943
"46","NID10320 20160205 150029",10320,2016-02-05 07:00:29,-115.5679,36.05211,2,"MULD",26,39943
"47","NID10320 20160206 040029",10320,2016-02-05 20:00:29,-115.5705,36.04356,2.2,"MULD",26,39943
"48","NID10320 20160206 050014",10320,2016-02-05 21:00:14,-115.5705,36.04357,1.6,"MULD",26,39943
"49","NID10320 20160206 060019",10320,2016-02-05 22:00:19,-115.5705,36.04354,1.6,"MULD",26,39943
"50","NID10320 20160206 070010",10320,2016-02-05 23:00:10,-115.571,36.04773,1.6,"MULD",26,39943
"51","NID10320 20160206 170029",10320,2016-02-06 09:00:29,-115.5765,36.04584,1.8,"MULD",26,39943
"52","NID10320 20160207 060141",10320,2016-02-06 22:01:41,-115.5784,36.04402,3.4,"MULD",26,39943
"53","NID10320 20160207 190101",10320,2016-02-07 11:01:01,-115.577,36.04322,3.8,"MULD",26,39943
"54","NID10320 20160208 080101",10320,2016-02-08 00:01:01,-115.5783,36.04355,4.2,"MULD",26,39943
"55","NID10320 20160208 210029",10320,2016-02-08 13:00:29,-115.5779,36.04385,3,"MULD",26,39943
"56","NID10320 20160209 100054",10320,2016-02-09 02:00:54,-115.5692,36.04947,4.4,"MULD",26,39943
"57","NID10320 20160209 230044",10320,2016-02-09 15:00:44,-115.5751,36.04027,2.6,"MULD",26,39943
"58","NID10320 20160210 000030",10320,2016-02-09 16:00:30,-115.5752,36.04032,1.4,"MULD",26,39943
"59","NID10320 20160210 010012",10320,2016-02-09 17:00:12,-115.5752,36.04033,1.8,"MULD",26,39943
"60","NID10320 20160210 020027",10320,2016-02-09 18:00:27,-115.5753,36.04105,6,"MULD",26,39943
"61","NID10320 20160210 030030",10320,2016-02-09 19:00:30,-115.5764,36.04125,1.2,"MULD",26,39943
"62","NID10320 20160210 040013",10320,2016-02-09 20:00:13,-115.5764,36.04125,1.8,"MULD",26,39943
"63","NID10320 20160210 050004",10320,2016-02-09 21:00:04,-115.5764,36.04127,1.4,"MULD",26,39943
"64","NID10320 20160210 060030",10320,2016-02-09 22:00:30,-115.5767,36.04128,1.8,"MULD",26,39943
"65","NID10320 20160210 070027",10320,2016-02-09 23:00:27,-115.5765,36.04024,1.6,"MULD",26,39943
"66","NID10320 20160210 080014",10320,2016-02-10 00:00:14,-115.5783,36.0402,3.6,"MULD",26,39943
"67","NID10320 20160210 090013",10320,2016-02-10 01:00:13,-115.58,36.03921,2,"MULD",26,39943
"68","NID10320 20160210 100030",10320,2016-02-10 02:00:30,-115.58,36.03904,1.6,"MULD",26,39943
"69","NID10320 20160210 110012",10320,2016-02-10 03:00:12,-115.58,36.03904,2,"MULD",26,39943
"70","NID10320 20160210 120013",10320,2016-02-10 04:00:13,-115.5809,36.03962,2.2,"MULD",26,39943
"71","NID10320 20160210 130027",10320,2016-02-10 05:00:27,-115.5809,36.03961,1.8,"MULD",26,39943
"72","NID10320 20160210 140022",10320,2016-02-10 06:00:22,-115.5809,36.03962,1.8,"MULD",26,39943
"73","NID10320 20160210 150015",10320,2016-02-10 07:00:15,-115.5789,36.03992,2.4,"MULD",26,39943
"74","NID10320 20160210 160054",10320,2016-02-10 08:00:54,-115.5789,36.03992,1.8,"MULD",26,39943
"75","NID10320 20160210 170030",10320,2016-02-10 09:00:30,-115.5784,36.03923,3,"MULD",26,39943
"76","NID10320 20160210 180016",10320,2016-02-10 10:00:16,-115.5779,36.03933,3.6,"MULD",26,39943
"77","NID10320 20160210 190030",10320,2016-02-10 11:00:30,-115.577,36.03944,2,"MULD",26,39943
"78","NID10320 20160210 200012",10320,2016-02-10 12:00:12,-115.5763,36.04004,2.4,"MULD",26,39943
"79","NID10320 20160210 210014",10320,2016-02-10 13:00:14,-115.5764,36.04014,2.2,"MULD",26,39943
"80","NID10320 20160210 220030",10320,2016-02-10 14:00:30,-115.5763,36.04006,1.8,"MULD",26,39943
"81","NID10320 20160210 230013",10320,2016-02-10 15:00:13,-115.5755,36.04026,2.4,"MULD",26,39943
"82","NID10320 20160211 000014",10320,2016-02-10 16:00:14,-115.5724,36.04015,3.8,"MULD",26,39943
"83","NID10320 20160211 010019",10320,2016-02-10 17:00:19,-115.5723,36.03999,1.4,"MULD",26,39943
"84","NID10320 20160211 020011",10320,2016-02-10 18:00:11,-115.5722,36.04002,2.4,"MULD",26,39943
"85","NID10320 20160211 030005",10320,2016-02-10 19:00:05,-115.5722,36.04003,1.6,"MULD",26,39943
"86","NID10320 20160211 040030",10320,2016-02-10 20:00:30,-115.5722,36.04004,1.4,"MULD",26,39943
"87","NID10320 20160211 050013",10320,2016-02-10 21:00:13,-115.5726,36.04022,2,"MULD",26,39943
"88","NID10320 20160211 060012",10320,2016-02-10 22:00:12,-115.5727,36.0402,1.6,"MULD",26,39943
"89","NID10320 20160211 070005",10320,2016-02-10 23:00:05,-115.576,36.04046,2.4,"MULD",26,39943
"90","NID10320 20160211 080016",10320,2016-02-11 00:00:16,-115.5765,36.03928,4.2,"MULD",26,39943
"91","NID10320 20160211 090100",10320,2016-02-11 01:01:00,-115.5756,36.04126,2.2,"MULD",26,39943
"92","NID10320 20160211 100029",10320,2016-02-11 02:00:29,-115.5761,36.04203,3.2,"MULD",26,39943
"93","NID10320 20160211 110013",10320,2016-02-11 03:00:13,-115.576,36.04284,3.8,"MULD",26,39943
"94","NID10320 20160211 120038",10320,2016-02-11 04:00:38,-115.5764,36.04285,4.8,"MULD",26,39943
"95","NID10320 20160211 130119",10320,2016-02-11 05:01:19,-115.5746,36.04302,2,"MULD",26,39943
"96","NID10320 20160211 140054",10320,2016-02-11 06:00:54,-115.574,36.04229,2.4,"MULD",26,39943
"97","NID10320 20160211 150005",10320,2016-02-11 07:00:05,-115.5739,36.04232,1.6,"MULD",26,39943
"98","NID10320 20160211 160030",10320,2016-02-11 08:00:30,-115.5739,36.04233,2,"MULD",26,39943
"99","NID10320 20160211 170012",10320,2016-02-11 09:00:12,-115.5739,36.04227,2,"MULD",26,39943
"100","NID10320 20160211 180004",10320,2016-02-11 10:00:04,-115.5754,36.0406,2,"MULD",26,39943
"101","NID10320 20160211 190030",10320,2016-02-11 11:00:30,-115.5757,36.04045,2.2,"MULD",26,39943
"102","NID10320 20160211 200011",10320,2016-02-11 12:00:11,-115.5757,36.04048,2.4,"MULD",26,39943
"103","NID10320 20160211 210019",10320,2016-02-11 13:00:19,-115.5757,36.04047,1.6,"MULD",26,39943
"104","NID10320 20160211 220004",10320,2016-02-11 14:00:04,-115.5761,36.04053,1.8,"MULD",26,39943
"105","NID10320 20160211 230012",10320,2016-02-11 15:00:12,-115.5757,36.04047,2.4,"MULD",26,39943
"106","NID10320 20160212 000011",10320,2016-02-11 16:00:11,-115.5758,36.04051,4.2,"MULD",26,39943
"107","NID10320 20160212 010029",10320,2016-02-11 17:00:29,-115.5757,36.04044,3.8,"MULD",26,39943
"108","NID10320 20160212 020035",10320,2016-02-11 18:00:35,-115.5757,36.0407,2.4,"MULD",26,39943
"109","NID10320 20160212 030014",10320,2016-02-11 19:00:14,-115.5764,36.04127,2.6,"MULD",26,39943
"110","NID10320 20160212 040030",10320,2016-02-11 20:00:30,-115.5764,36.04126,1.4,"MULD",26,39943
"111","NID10320 20160212 050011",10320,2016-02-11 21:00:11,-115.5764,36.04125,2.2,"MULD",26,39943
"112","NID10320 20160212 060013",10320,2016-02-11 22:00:13,-115.5754,36.04082,1.6,"MULD",26,39943
"113","NID10320 20160212 070019",10320,2016-02-11 23:00:19,-115.573,36.04005,2,"MULD",26,39943
"114","NID10320 20160212 080053",10320,2016-02-12 00:00:53,-115.5726,36.03968,2.8,"MULD",26,39943
"115","NID10320 20160212 090025",10320,2016-02-12 01:00:25,-115.5729,36.03929,1.8,"MULD",26,39943
"116","NID10320 20160212 100012",10320,2016-02-12 02:00:12,-115.5734,36.03932,3.8,"MULD",26,39943
"117","NID10320 20160212 110030",10320,2016-02-12 03:00:30,-115.574,36.03926,3.8,"MULD",26,39943
"118","NID10320 20160212 120012",10320,2016-02-12 04:00:12,-115.5739,36.03929,3.8,"MULD",26,39943
"119","NID10320 20160212 130030",10320,2016-02-12 05:00:30,-115.5744,36.03937,2.4,"MULD",26,39943
"120","NID10320 20160212 140112",10320,2016-02-12 06:01:12,-115.5751,36.03921,2.4,"MULD",26,39943
"121","NID10320 20160212 150013",10320,2016-02-12 07:00:13,-115.578,36.03894,3.8,"MULD",26,39943
"122","NID10320 20160212 160026",10320,2016-02-12 08:00:26,-115.5785,36.03892,1.6,"MULD",26,39943
"123","NID10320 20160212 170011",10320,2016-02-12 09:00:11,-115.579,36.03897,2.4,"MULD",26,39943
"124","NID10320 20160212 180011",10320,2016-02-12 10:00:11,-115.5796,36.03852,4.2,"MULD",26,39943
"125","NID10320 20160212 190014",10320,2016-02-12 11:00:14,-115.5795,36.04002,2.2,"MULD",26,39943
"126","NID10320 20160212 200054",10320,2016-02-12 12:00:54,-115.5795,36.04009,1.4,"MULD",26,39943
"127","NID10320 20160212 210019",10320,2016-02-12 13:00:19,-115.5795,36.04009,1.8,"MULD",26,39943
"128","NID10320 20160212 220013",10320,2016-02-12 14:00:13,-115.5794,36.04019,2.6,"MULD",26,39943
"129","NID10320 20160212 230030",10320,2016-02-12 15:00:30,-115.5798,36.03982,1.6,"MULD",26,39943
"130","NID10320 20160213 000019",10320,2016-02-12 16:00:19,-115.5805,36.04029,2,"MULD",26,39943
"131","NID10320 20160213 010011",10320,2016-02-12 17:00:11,-115.5806,36.0403,2.4,"MULD",26,39943
"132","NID10320 20160213 020030",10320,2016-02-12 18:00:30,-115.581,36.04072,2.6,"MULD",26,39943
"133","NID10320 20160213 030016",10320,2016-02-12 19:00:16,-115.5816,36.04088,2,"MULD",26,39943
"134","NID10320 20160213 040048",10320,2016-02-12 20:00:48,-115.5816,36.04089,1.2,"MULD",26,39943
"135","NID10320 20160213 050011",10320,2016-02-12 21:00:11,-115.5815,36.0408,2,"MULD",26,39943
"136","NID10320 20160213 060013",10320,2016-02-12 22:00:13,-115.5812,36.04053,1.4,"MULD",26,39943
"137","NID10320 20160213 070029",10320,2016-02-12 23:00:29,-115.5789,36.04023,2,"MULD",26,39943
"138","NID10320 20160213 080015",10320,2016-02-13 00:00:15,-115.5783,36.04056,2.4,"MULD",26,39943
"139","NID10320 20160213 090043",10320,2016-02-13 01:00:43,-115.5809,36.04102,2,"MULD",26,39943
"140","NID10320 20160213 100058",10320,2016-02-13 02:00:58,-115.5815,36.04119,3.4,"MULD",26,39943
"141","NID10320 20160213 110015",10320,2016-02-13 03:00:15,-115.5813,36.04115,3.4,"MULD",26,39943
"142","NID10320 20160213 120048",10320,2016-02-13 04:00:48,-115.5814,36.04123,2.2,"MULD",26,39943
"143","NID10320 20160213 130030",10320,2016-02-13 05:00:30,-115.581,36.04118,3.4,"MULD",26,39943
"144","NID10320 20160213 140020",10320,2016-02-13 06:00:20,-115.581,36.04118,2.6,"MULD",26,39943
"145","NID10320 20160213 150030",10320,2016-02-13 07:00:30,-115.581,36.04119,4.2,"MULD",26,39943
"146","NID10320 20160213 160046",10320,2016-02-13 08:00:46,-115.5812,36.04095,5.4,"MULD",26,39943
"147","NID10320 20160213 170012",10320,2016-02-13 09:00:12,-115.579,36.03963,4.4,"MULD",26,39943
"148","NID10320 20160213 180031",10320,2016-02-13 10:00:31,-115.5778,36.03936,3.4,"MULD",26,39943
"149","NID10320 20160213 190053",10320,2016-02-13 11:00:53,-115.5764,36.03849,1.6,"MULD",26,39943
"150","NID10320 20160213 200009",10320,2016-02-13 12:00:09,-115.5764,36.03851,1.8,"MULD",26,39943
"151","NID10320 20160213 210010",10320,2016-02-13 13:00:10,-115.5764,36.03847,1.6,"MULD",26,39943
"152","NID10320 20160213 220030",10320,2016-02-13 14:00:30,-115.5775,36.03782,3.4,"MULD",26,39943
"153","NID10320 20160213 230104",10320,2016-02-13 15:01:04,-115.5768,36.03755,4,"MULD",26,39943
"154","NID10320 20160214 000030",10320,2016-02-13 16:00:30,-115.5764,36.03846,3.2,"MULD",26,39943
"155","NID10320 20160214 010024",10320,2016-02-13 17:00:24,-115.5763,36.03848,2.4,"MULD",26,39943
"156","NID10320 20160214 020030",10320,2016-02-13 18:00:30,-115.5764,36.0385,2,"MULD",26,39943
"157","NID10320 20160214 030021",10320,2016-02-13 19:00:21,-115.5766,36.03825,2,"MULD",26,39943
"158","NID10320 20160214 040029",10320,2016-02-13 20:00:29,-115.5781,36.03813,1.6,"MULD",26,39943
"159","NID10320 20160214 050019",10320,2016-02-13 21:00:19,-115.5787,36.03789,4,"MULD",26,39943
"160","NID10320 20160214 060014",10320,2016-02-13 22:00:14,-115.5788,36.0378,3.2,"MULD",26,39943
"161","NID10320 20160214 070047",10320,2016-02-13 23:00:47,-115.5805,36.03718,2.8,"MULD",26,39943
"162","NID10320 20160214 080020",10320,2016-02-14 00:00:20,-115.5809,36.03736,2.8,"MULD",26,39943
"163","NID10320 20160214 090022",10320,2016-02-14 01:00:22,-115.5808,36.03736,1.2,"MULD",26,39943
"164","NID10320 20160214 100013",10320,2016-02-14 02:00:13,-115.5815,36.03752,2.2,"MULD",26,39943
"165","NID10320 20160214 110010",10320,2016-02-14 03:00:10,-115.5813,36.03754,2.4,"MULD",26,39943
"166","NID10320 20160214 120019",10320,2016-02-14 04:00:19,-115.5815,36.03731,2,"MULD",26,39943
"167","NID10320 20160214 130020",10320,2016-02-14 05:00:20,-115.5815,36.03726,2.2,"MULD",26,39943
"168","NID10320 20160214 140011",10320,2016-02-14 06:00:11,-115.5816,36.03732,4,"MULD",26,39943
"169","NID10320 20160214 150011",10320,2016-02-14 07:00:11,-115.5812,36.0368,2.8,"MULD",26,39943
"170","NID10320 20160214 160043",10320,2016-02-14 08:00:43,-115.5792,36.03733,2.2,"MULD",26,39943
"171","NID10320 20160214 170054",10320,2016-02-14 09:00:54,-115.5787,36.03737,2.8,"MULD",26,39943
"172","NID10320 20160214 180054",10320,2016-02-14 10:00:54,-115.5777,36.03732,2,"MULD",26,39943
"173","NID10320 20160214 190019",10320,2016-02-14 11:00:19,-115.5763,36.03754,2.8,"MULD",26,39943
"174","NID10320 20160214 200011",10320,2016-02-14 12:00:11,-115.5765,36.03654,2.6,"MULD",26,39943
"175","NID10320 20160214 210030",10320,2016-02-14 13:00:30,-115.5766,36.03656,1.8,"MULD",26,39943
"176","NID10320 20160214 220016",10320,2016-02-14 14:00:16,-115.5767,36.03654,1.8,"MULD",26,39943
"177","NID10320 20160214 230011",10320,2016-02-14 15:00:11,-115.5772,36.03547,3.6,"MULD",26,39943
"178","NID10320 20160215 000030",10320,2016-02-14 16:00:30,-115.5773,36.03631,2.4,"MULD",26,39943
"179","NID10320 20160215 010048",10320,2016-02-14 17:00:48,-115.5774,36.03637,2,"MULD",26,39943
"180","NID10320 20160215 020010",10320,2016-02-14 18:00:10,-115.5774,36.03637,2.4,"MULD",26,39943
"181","NID10320 20160215 030011",10320,2016-02-14 19:00:11,-115.5775,36.03641,5,"MULD",26,39943
"182","NID10320 20160215 040035",10320,2016-02-14 20:00:35,-115.5774,36.03642,3,"MULD",26,39943
"183","NID10320 20160215 050029",10320,2016-02-14 21:00:29,-115.5764,36.035,2.2,"MULD",26,39943
"184","NID10320 20160215 060011",10320,2016-02-14 22:00:11,-115.5755,36.03342,1.6,"MULD",26,39943
"185","NID10320 20160215 070030",10320,2016-02-14 23:00:30,-115.5773,36.03247,3.4,"MULD",26,39943
"186","NID10320 20160215 080048",10320,2016-02-15 00:00:48,-115.5795,36.03329,4.8,"MULD",26,39943
"187","NID10320 20160215 090100",10320,2016-02-15 01:01:00,-115.5804,36.03046,3.2,"MULD",26,39943
"188","NID10320 20160215 100029",10320,2016-02-15 02:00:29,-115.5888,36.03048,4.2,"MULD",26,39943
"189","NID10320 20160215 110048",10320,2016-02-15 03:00:48,-115.5874,36.03435,2.4,"MULD",26,39943
"190","NID10320 20160215 120016",10320,2016-02-15 04:00:16,-115.5874,36.03425,3.2,"MULD",26,39943
"191","NID10320 20160215 130030",10320,2016-02-15 05:00:30,-115.5874,36.03432,3.8,"MULD",26,39943
"192","NID10320 20160215 140048",10320,2016-02-15 06:00:48,-115.5875,36.03436,2.6,"MULD",26,39943
"193","NID10320 20160215 150059",10320,2016-02-15 07:00:59,-115.5875,36.03443,3.4,"MULD",26,39943
"194","NID10320 20160215 160030",10320,2016-02-15 08:00:30,-115.5881,36.0346,1.8,"MULD",26,39943
"195","NID10320 20160215 170018",10320,2016-02-15 09:00:18,-115.5883,36.03453,1.8,"MULD",26,39943
"196","NID10320 20160215 180011",10320,2016-02-15 10:00:11,-115.5891,36.02966,2,"MULD",26,39943
"197","NID10320 20160215 190053",10320,2016-02-15 11:00:53,-115.5834,36.02715,3,"MULD",26,39943
"198","NID10320 20160215 200030",10320,2016-02-15 12:00:30,-115.5834,36.02851,3.4,"MULD",26,39943
"199","NID10320 20160215 210048",10320,2016-02-15 13:00:48,-115.5834,36.02862,1.8,"MULD",26,39943
"200","NID10320 20160215 220003",10320,2016-02-15 14:00:03,-115.5834,36.02876,1.8,"MULD",26,39943
"201","NID10320 20160215 230010",10320,2016-02-15 15:00:10,-115.5825,36.02835,3.4,"MULD",26,39943
"202","NID10320 20160216 000030",10320,2016-02-15 16:00:30,-115.5824,36.02917,1.6,"MULD",26,39943
"203","NID10320 20160216 010019",10320,2016-02-15 17:00:19,-115.5823,36.0292,2.8,"MULD",26,39943
"204","NID10320 20160216 020010",10320,2016-02-15 18:00:10,-115.5823,36.02916,4.2,"MULD",26,39943
"205","NID10320 20160216 030130",10320,2016-02-15 19:01:30,-115.5827,36.02925,7.6,"MULD",26,39943
"206","NID10320 20160216 040030",10320,2016-02-15 20:00:30,-115.5826,36.02922,2.4,"MULD",26,39943
"207","NID10320 20160216 050049",10320,2016-02-15 21:00:49,-115.5826,36.02926,2.2,"MULD",26,39943
"208","NID10320 20160216 060012",10320,2016-02-15 22:00:12,-115.5826,36.02926,2.6,"MULD",26,39943
"209","NID10320 20160216 070030",10320,2016-02-15 23:00:30,-115.5831,36.02919,4,"MULD",26,39943
"210","NID10320 20160216 080213",10320,2016-02-16 00:02:13,-115.5856,36.02927,4.2,"MULD",26,39943
"211","NID10320 20160216 090028",10320,2016-02-16 01:00:28,-115.589,36.03278,10.2,"MULD",26,39943
"212","NID10320 20160216 100045",10320,2016-02-16 02:00:45,-115.5875,36.03436,2.4,"MULD",26,39943
"213","NID10320 20160216 110010",10320,2016-02-16 03:00:10,-115.5875,36.03441,3,"MULD",26,39943
"214","NID10320 20160216 120030",10320,2016-02-16 04:00:30,-115.5875,36.03437,4,"MULD",26,39943
"215","NID10320 20160216 130018",10320,2016-02-16 05:00:18,-115.5876,36.03453,4,"MULD",26,39943
"216","NID10320 20160216 140030",10320,2016-02-16 06:00:30,-115.5883,36.03468,2.4,"MULD",26,39943
"217","NID10320 20160216 150048",10320,2016-02-16 07:00:48,-115.5885,36.03476,3.2,"MULD",26,39943
"218","NID10320 20160216 160021",10320,2016-02-16 08:00:21,-115.5885,36.03473,2.2,"MULD",26,39943
"219","NID10320 20160216 170019",10320,2016-02-16 09:00:19,-115.5893,36.03489,1.8,"MULD",26,39943
"220","NID10320 20160216 180011",10320,2016-02-16 10:00:11,-115.5906,36.03176,2.2,"MULD",26,39943
"221","NID10320 20160216 190056",10320,2016-02-16 11:00:56,-115.5858,36.02654,2.4,"MULD",26,39943
"222","NID10320 20160216 200021",10320,2016-02-16 12:00:21,-115.5834,36.02839,2,"MULD",26,39943
"223","NID10320 20160216 210048",10320,2016-02-16 13:00:48,-115.5834,36.02859,1.8,"MULD",26,39943
"224","NID10320 20160216 220011",10320,2016-02-16 14:00:11,-115.5834,36.02856,1.8,"MULD",26,39943
"225","NID10320 20160216 230012",10320,2016-02-16 15:00:12,-115.5838,36.02881,5.8,"MULD",26,39943
"226","NID10320 20160217 000030",10320,2016-02-16 16:00:30,-115.5834,36.02857,1.8,"MULD",26,39943
"227","NID10320 20160217 010047",10320,2016-02-16 17:00:47,-115.5833,36.0286,2.6,"MULD",26,39943
"228","NID10320 20160217 020025",10320,2016-02-16 18:00:25,-115.5828,36.02841,4,"MULD",26,39943
"229","NID10320 20160217 030015",10320,2016-02-16 19:00:15,-115.5832,36.02872,5.6,"MULD",26,39943
"230","NID10320 20160217 040047",10320,2016-02-16 20:00:47,-115.5833,36.0288,1.8,"MULD",26,39943
"231","NID10320 20160217 050017",10320,2016-02-16 21:00:17,-115.5833,36.02882,2,"MULD",26,39943
"232","NID10320 20160217 060009",10320,2016-02-16 22:00:09,-115.5835,36.02898,2,"MULD",26,39943
"233","NID10320 20160217 070148",10320,2016-02-16 23:01:48,-115.5846,36.02892,5.4,"MULD",26,39943
"234","NID10320 20160217 080030",10320,2016-02-17 00:00:30,-115.5893,36.02967,2.4,"MULD",26,39943
"235","NID10320 20160217 090052",10320,2016-02-17 01:00:52,-115.5913,36.03184,3.2,"MULD",26,39943
"236","NID10320 20160217 100018",10320,2016-02-17 02:00:18,-115.5915,36.03191,2.8,"MULD",26,39943
"237","NID10320 20160217 110030",10320,2016-02-17 03:00:30,-115.5915,36.03193,1.8,"MULD",26,39943
"238","NID10320 20160217 120017",10320,2016-02-17 04:00:17,-115.5914,36.03205,2.8,"MULD",26,39943
"239","NID10320 20160217 130011",10320,2016-02-17 05:00:11,-115.5913,36.03212,2,"MULD",26,39943
"240","NID10320 20160217 140056",10320,2016-02-17 06:00:56,-115.5933,36.03322,5,"MULD",26,39943
"241","NID10320 20160217 150047",10320,2016-02-17 07:00:47,-115.5916,36.03582,2.2,"MULD",26,39943
"242","NID10320 20160217 160018",10320,2016-02-17 08:00:18,-115.5916,36.03582,2.8,"MULD",26,39943
"243","NID10320 20160217 170010",10320,2016-02-17 09:00:10,-115.5914,36.03605,2.6,"MULD",26,39943
"244","NID10320 20160217 180030",10320,2016-02-17 10:00:30,-115.59,36.03477,2,"MULD",26,39943
"245","NID10320 20160217 190048",10320,2016-02-17 11:00:48,-115.5901,36.03474,1.8,"MULD",26,39943
"246","NID10320 20160217 200010",10320,2016-02-17 12:00:10,-115.5902,36.03658,2.2,"MULD",26,39943
"247","NID10320 20160217 210013",10320,2016-02-17 13:00:13,-115.5971,36.04147,2.8,"MULD",26,39943
"248","NID10320 20160218 020047",10320,2016-02-17 18:00:47,-115.59,36.03959,2.2,"MULD",26,39943
"249","NID10320 20160218 150047",10320,2016-02-18 07:00:47,-115.5903,36.0378,2.6,"MULD",26,39943
"250","NID10320 20160218 160023",10320,2016-02-18 08:00:23,-115.5905,36.0379,3.8,"MULD",26,39943
"251","NID10320 20160218 170019",10320,2016-02-18 09:00:19,-115.5888,36.03515,2,"MULD",26,39943
