"","locid","ndowid","timestamp","long_x","lat_y","hdop","species","mgmtarea","deviceid"
"937","NID10314 20160118 180030",10314,"2016-01-18 18:00:30",-115.5118,35.97596,1.6,"MULD",26,39954
"938","NID10314 20160118 190043",10314,"2016-01-18 19:00:43",-115.5131,35.97617,3.2,"MULD",26,39954
"939","NID10314 20160118 200054",10314,"2016-01-18 20:00:54",-115.5135,35.97594,2.2,"MULD",26,39954
"940","NID10314 20160118 210019",10314,"2016-01-18 21:00:19",-115.5136,35.9758,3.6,"MULD",26,39954
"941","NID10314 20160118 220032",10314,"2016-01-18 22:00:32",-115.5136,35.9758,1.8,"MULD",26,39954
"942","NID10314 20160118 230030",10314,"2016-01-18 23:00:30",-115.5138,35.97568,1.8,"MULD",26,39954
"943","NID10314 20160119 000048",10314,"2016-01-19 00:00:48",-115.5147,35.97579,2.2,"MULD",26,39954
"944","NID10314 20160119 010011",10314,"2016-01-19 01:00:11",-115.5155,35.97519,3.6,"MULD",26,39954
"945","NID10314 20160119 020019",10314,"2016-01-19 02:00:19",-115.5159,35.97472,3.2,"MULD",26,39954
"946","NID10314 20160119 030030",10314,"2016-01-19 03:00:30",-115.5159,35.97465,3.4,"MULD",26,39954
"947","NID10314 20160119 040048",10314,"2016-01-19 04:00:48",-115.516,35.97458,3.2,"MULD",26,39954
"948","NID10314 20160119 050012",10314,"2016-01-19 05:00:12",-115.5157,35.975,5.4,"MULD",26,39954
"949","NID10314 20160119 060030",10314,"2016-01-19 06:00:30",-115.5152,35.9752,2.2,"MULD",26,39954
"950","NID10314 20160119 070027",10314,"2016-01-19 07:00:27",-115.5147,35.97555,6.4,"MULD",26,39954
"951","NID10314 20160119 080024",10314,"2016-01-19 08:00:24",-115.5128,35.97541,2.2,"MULD",26,39954
"952","NID10314 20160119 090011",10314,"2016-01-19 09:00:11",-115.5127,35.97544,2,"MULD",26,39954
"953","NID10314 20160119 100013",10314,"2016-01-19 10:00:13",-115.5127,35.97539,6.6,"MULD",26,39954
"954","NID10314 20160119 110119",10314,"2016-01-19 11:01:19",-115.5125,35.97557,2.2,"MULD",26,39954
"955","NID10314 20160119 120017",10314,"2016-01-19 12:00:17",-115.5126,35.97525,2.2,"MULD",26,39954
"956","NID10314 20160119 130010",10314,"2016-01-19 13:00:10",-115.5119,35.97538,1.8,"MULD",26,39954
"957","NID10314 20160119 140029",10314,"2016-01-19 14:00:29",-115.5135,35.97581,3.2,"MULD",26,39954
"958","NID10314 20160119 150049",10314,"2016-01-19 15:00:49",-115.5141,35.97606,3.8,"MULD",26,39954
"959","NID10314 20160119 160030",10314,"2016-01-19 16:00:30",-115.5148,35.973,3.4,"MULD",26,39954
"960","NID10314 20160119 170048",10314,"2016-01-19 17:00:48",-115.5149,35.97299,5,"MULD",26,39954
"961","NID10314 20160119 180030",10314,"2016-01-19 18:00:30",-115.5149,35.9728,2.6,"MULD",26,39954
"962","NID10314 20160119 190036",10314,"2016-01-19 19:00:36",-115.5149,35.97282,3.6,"MULD",26,39954
"963","NID10314 20160119 200048",10314,"2016-01-19 20:00:48",-115.515,35.97295,3,"MULD",26,39954
"964","NID10314 20160119 210002",10314,"2016-01-19 21:00:02",-115.5147,35.97328,2.8,"MULD",26,39954
"965","NID10314 20160119 220030",10314,"2016-01-19 22:00:30",-115.5146,35.97361,2.4,"MULD",26,39954
"966","NID10314 20160119 230049",10314,"2016-01-19 23:00:49",-115.5146,35.97311,2,"MULD",26,39954
"967","NID10314 20160120 000010",10314,"2016-01-20 00:00:10",-115.5145,35.97314,4,"MULD",26,39954
"968","NID10314 20160120 010030",10314,"2016-01-20 01:00:30",-115.5146,35.97314,2.4,"MULD",26,39954
"969","NID10314 20160120 020309",10314,"2016-01-20 02:03:09",-115.5146,35.97297,3,"MULD",26,39954
"970","NID10314 20160120 030100",10314,"2016-01-20 03:01:00",-115.5156,35.9746,3.2,"MULD",26,39954
"971","NID10314 20160120 040031",10314,"2016-01-20 04:00:31",-115.5157,35.97469,4,"MULD",26,39954
"972","NID10314 20160120 050048",10314,"2016-01-20 05:00:48",-115.5148,35.97464,1.6,"MULD",26,39954
"973","NID10314 20160120 060009",10314,"2016-01-20 06:00:09",-115.5148,35.97463,3,"MULD",26,39954
"974","NID10314 20160120 070013",10314,"2016-01-20 07:00:13",-115.5149,35.97467,2.4,"MULD",26,39954
"975","NID10314 20160120 080047",10314,"2016-01-20 08:00:47",-115.5123,35.97533,2.2,"MULD",26,39954
"976","NID10314 20160120 090018",10314,"2016-01-20 09:00:18",-115.5117,35.97599,2.6,"MULD",26,39954
"977","NID10314 20160120 100010",10314,"2016-01-20 10:00:10",-115.5117,35.97553,4.2,"MULD",26,39954
"978","NID10314 20160120 110030",10314,"2016-01-20 11:00:30",-115.5117,35.97552,1.8,"MULD",26,39954
"979","NID10314 20160120 120018",10314,"2016-01-20 12:00:18",-115.5105,35.97401,2.8,"MULD",26,39954
"980","NID10314 20160120 130012",10314,"2016-01-20 13:00:12",-115.5105,35.97379,2.4,"MULD",26,39954
"981","NID10314 20160120 140030",10314,"2016-01-20 14:00:30",-115.5105,35.9737,3,"MULD",26,39954
"982","NID10314 20160120 150048",10314,"2016-01-20 15:00:48",-115.5105,35.97371,2,"MULD",26,39954
"983","NID10314 20160120 160010",10314,"2016-01-20 16:00:10",-115.5108,35.97317,3.2,"MULD",26,39954
"984","NID10314 20160120 170030",10314,"2016-01-20 17:00:30",-115.5124,35.97339,2.8,"MULD",26,39954
"985","NID10314 20160120 180048",10314,"2016-01-20 18:00:48",-115.5124,35.97339,2.2,"MULD",26,39954
"986","NID10314 20160120 190006",10314,"2016-01-20 19:00:06",-115.5124,35.97338,2.2,"MULD",26,39954
"987","NID10314 20160120 200030",10314,"2016-01-20 20:00:30",-115.5124,35.97338,5.4,"MULD",26,39954
"988","NID10314 20160120 210044",10314,"2016-01-20 21:00:44",-115.5122,35.97349,2,"MULD",26,39954
"989","NID10314 20160120 220010",10314,"2016-01-20 22:00:10",-115.5106,35.97427,2,"MULD",26,39954
"990","NID10314 20160120 230011",10314,"2016-01-20 23:00:11",-115.5105,35.97357,2.2,"MULD",26,39954
"991","NID10314 20160121 000030",10314,"2016-01-21 00:00:30",-115.5105,35.97364,2,"MULD",26,39954
"992","NID10314 20160121 010051",10314,"2016-01-21 01:00:51",-115.5105,35.97369,3.6,"MULD",26,39954
"993","NID10314 20160121 020030",10314,"2016-01-21 02:00:30",-115.5105,35.97369,2,"MULD",26,39954
"994","NID10314 20160121 030018",10314,"2016-01-21 03:00:18",-115.5105,35.97372,2.2,"MULD",26,39954
"995","NID10314 20160121 040010",10314,"2016-01-21 04:00:10",-115.5104,35.9738,3.2,"MULD",26,39954
"996","NID10314 20160121 050030",10314,"2016-01-21 05:00:30",-115.5104,35.97367,2,"MULD",26,39954
"997","NID10314 20160121 060048",10314,"2016-01-21 06:00:48",-115.5105,35.97372,2,"MULD",26,39954
"998","NID10314 20160121 070009",10314,"2016-01-21 07:00:09",-115.5105,35.97372,2,"MULD",26,39954
"999","NID10314 20160121 080049",10314,"2016-01-21 08:00:49",-115.5085,35.9712,4.6,"MULD",26,39954
"1000","NID10314 20160121 090030",10314,"2016-01-21 09:00:30",-115.5087,35.97122,4.8,"MULD",26,39954
"1001","NID10314 20160121 100048",10314,"2016-01-21 10:00:48",-115.5085,35.97111,5,"MULD",26,39954
"1002","NID10314 20160121 110030",10314,"2016-01-21 11:00:30",-115.5085,35.97105,5.6,"MULD",26,39954
"1003","NID10314 20160121 120032",10314,"2016-01-21 12:00:32",-115.5069,35.97166,3.6,"MULD",26,39954
"1004","NID10314 20160121 130030",10314,"2016-01-21 13:00:30",-115.5069,35.9716,2.6,"MULD",26,39954
"1005","NID10314 20160121 140048",10314,"2016-01-21 14:00:48",-115.5069,35.97156,2.6,"MULD",26,39954
"1006","NID10314 20160121 150055",10314,"2016-01-21 15:00:55",-115.5069,35.97157,2.8,"MULD",26,39954
"1007","NID10314 20160121 160017",10314,"2016-01-21 16:00:17",-115.5069,35.97158,3.2,"MULD",26,39954
"1008","NID10314 20160121 170055",10314,"2016-01-21 17:00:55",-115.5069,35.97163,2.4,"MULD",26,39954
"1009","NID10314 20160121 180017",10314,"2016-01-21 18:00:17",-115.5069,35.97158,3.2,"MULD",26,39954
"1010","NID10314 20160121 190030",10314,"2016-01-21 19:00:30",-115.5068,35.97135,2,"MULD",26,39954
"1011","NID10314 20160121 200051",10314,"2016-01-21 20:00:51",-115.5069,35.9716,2,"MULD",26,39954
"1012","NID10314 20160121 210010",10314,"2016-01-21 21:00:10",-115.5069,35.97149,3.2,"MULD",26,39954
"1013","NID10314 20160121 220030",10314,"2016-01-21 22:00:30",-115.5069,35.97158,2.4,"MULD",26,39954
"1014","NID10314 20160121 230048",10314,"2016-01-21 23:00:48",-115.5069,35.97157,3.4,"MULD",26,39954
"1015","NID10314 20160122 000030",10314,"2016-01-22 00:00:30",-115.5069,35.97159,4.2,"MULD",26,39954
"1016","NID10314 20160122 010048",10314,"2016-01-22 01:00:48",-115.5069,35.97366,4.4,"MULD",26,39954
"1017","NID10314 20160122 020033",10314,"2016-01-22 02:00:33",-115.5081,35.97516,2.8,"MULD",26,39954
"1018","NID10314 20160122 030009",10314,"2016-01-22 03:00:09",-115.5081,35.97522,3.8,"MULD",26,39954
"1019","NID10314 20160122 040030",10314,"2016-01-22 04:00:30",-115.5081,35.97522,2.2,"MULD",26,39954
"1020","NID10314 20160122 050017",10314,"2016-01-22 05:00:17",-115.5082,35.97522,2.8,"MULD",26,39954
"1021","NID10314 20160122 060030",10314,"2016-01-22 06:00:30",-115.5081,35.97521,2.4,"MULD",26,39954
"1022","NID10314 20160122 070017",10314,"2016-01-22 07:00:17",-115.5082,35.97515,2.2,"MULD",26,39954
"1023","NID10314 20160122 080030",10314,"2016-01-22 08:00:30",-115.5092,35.9747,1.4,"MULD",26,39954
"1024","NID10314 20160122 090017",10314,"2016-01-22 09:00:17",-115.5092,35.97446,2.2,"MULD",26,39954
"1025","NID10314 20160122 100009",10314,"2016-01-22 10:00:09",-115.5092,35.97444,3,"MULD",26,39954
"1026","NID10314 20160122 110030",10314,"2016-01-22 11:00:30",-115.5091,35.97437,3.2,"MULD",26,39954
"1027","NID10314 20160122 120018",10314,"2016-01-22 12:00:18",-115.5104,35.97375,4.2,"MULD",26,39954
"1028","NID10314 20160122 130012",10314,"2016-01-22 13:00:12",-115.5105,35.9737,2.4,"MULD",26,39954
"1029","NID10314 20160122 140047",10314,"2016-01-22 14:00:47",-115.5105,35.97372,2.8,"MULD",26,39954
"1030","NID10314 20160122 150017",10314,"2016-01-22 15:00:17",-115.5105,35.97367,3.2,"MULD",26,39954
"1031","NID10314 20160122 160030",10314,"2016-01-22 16:00:30",-115.5105,35.97339,2.6,"MULD",26,39954
"1032","NID10314 20160122 170044",10314,"2016-01-22 17:00:44",-115.5107,35.97342,3,"MULD",26,39954
"1033","NID10314 20160122 180017",10314,"2016-01-22 18:00:17",-115.5105,35.97369,2.8,"MULD",26,39954
"1034","NID10314 20160122 190030",10314,"2016-01-22 19:00:30",-115.5105,35.97369,2.2,"MULD",26,39954
"1035","NID10314 20160122 200027",10314,"2016-01-22 20:00:27",-115.5105,35.97368,5.2,"MULD",26,39954
"1036","NID10314 20160122 210033",10314,"2016-01-22 21:00:33",-115.5105,35.97374,2,"MULD",26,39954
"1037","NID10314 20160122 220010",10314,"2016-01-22 22:00:10",-115.5105,35.97368,2.2,"MULD",26,39954
"1038","NID10314 20160122 230030",10314,"2016-01-22 23:00:30",-115.5105,35.97398,2,"MULD",26,39954
"1039","NID10314 20160123 000040",10314,"2016-01-23 00:00:40",-115.5105,35.97369,2.4,"MULD",26,39954
"1040","NID10314 20160123 010018",10314,"2016-01-23 01:00:18",-115.5105,35.97372,3,"MULD",26,39954
"1041","NID10314 20160123 020030",10314,"2016-01-23 02:00:30",-115.5105,35.97372,2,"MULD",26,39954
"1042","NID10314 20160123 030020",10314,"2016-01-23 03:00:20",-115.5105,35.9737,3,"MULD",26,39954
"1043","NID10314 20160123 040048",10314,"2016-01-23 04:00:48",-115.5115,35.97383,2.6,"MULD",26,39954
"1044","NID10314 20160123 050009",10314,"2016-01-23 05:00:09",-115.5118,35.97386,3.2,"MULD",26,39954
"1045","NID10314 20160123 060030",10314,"2016-01-23 06:00:30",-115.5118,35.97383,2,"MULD",26,39954
"1046","NID10314 20160123 070018",10314,"2016-01-23 07:00:18",-115.5119,35.97385,1.8,"MULD",26,39954
"1047","NID10314 20160123 080114",10314,"2016-01-23 08:01:14",-115.5137,35.97361,3.4,"MULD",26,39954
"1048","NID10314 20160123 090030",10314,"2016-01-23 09:00:30",-115.5169,35.97339,2.4,"MULD",26,39954
"1049","NID10314 20160123 100028",10314,"2016-01-23 10:00:28",-115.5181,35.97411,2,"MULD",26,39954
"1050","NID10314 20160123 110048",10314,"2016-01-23 11:00:48",-115.5181,35.97405,2.2,"MULD",26,39954
"1051","NID10314 20160123 120008",10314,"2016-01-23 12:00:08",-115.5181,35.97419,2.6,"MULD",26,39954
"1052","NID10314 20160123 130009",10314,"2016-01-23 13:00:09",-115.5181,35.97414,2.4,"MULD",26,39954
"1053","NID10314 20160123 140022",10314,"2016-01-23 14:00:22",-115.5181,35.97424,1.8,"MULD",26,39954
"1054","NID10314 20160123 150048",10314,"2016-01-23 15:00:48",-115.5181,35.97422,3.6,"MULD",26,39954
"1055","NID10314 20160123 160059",10314,"2016-01-23 16:00:59",-115.5173,35.97424,2.6,"MULD",26,39954
"1056","NID10314 20160123 170044",10314,"2016-01-23 17:00:44",-115.5181,35.97389,3.2,"MULD",26,39954
"1057","NID10314 20160123 180016",10314,"2016-01-23 18:00:16",-115.5182,35.97352,4,"MULD",26,39954
"1058","NID10314 20160123 190030",10314,"2016-01-23 19:00:30",-115.5182,35.97347,1.6,"MULD",26,39954
"1059","NID10314 20160123 200017",10314,"2016-01-23 20:00:17",-115.5181,35.97344,3.8,"MULD",26,39954
"1060","NID10314 20160123 210010",10314,"2016-01-23 21:00:10",-115.5182,35.9735,3.2,"MULD",26,39954
"1061","NID10314 20160123 220030",10314,"2016-01-23 22:00:30",-115.5182,35.97349,1.6,"MULD",26,39954
"1062","NID10314 20160123 230040",10314,"2016-01-23 23:00:40",-115.5183,35.97352,3,"MULD",26,39954
"1063","NID10314 20160124 000017",10314,"2016-01-24 00:00:17",-115.5182,35.97345,2.8,"MULD",26,39954
"1064","NID10314 20160124 010011",10314,"2016-01-24 01:00:11",-115.5182,35.97343,5.2,"MULD",26,39954
"1065","NID10314 20160124 020040",10314,"2016-01-24 02:00:40",-115.5182,35.97362,2,"MULD",26,39954
"1066","NID10314 20160124 030015",10314,"2016-01-24 03:00:15",-115.5175,35.97294,2.4,"MULD",26,39954
"1067","NID10314 20160124 040022",10314,"2016-01-24 04:00:22",-115.5173,35.97307,2.2,"MULD",26,39954
"1068","NID10314 20160124 050019",10314,"2016-01-24 05:00:19",-115.5173,35.97316,3,"MULD",26,39954
"1069","NID10314 20160124 060030",10314,"2016-01-24 06:00:30",-115.5173,35.97302,2.2,"MULD",26,39954
"1070","NID10314 20160124 070016",10314,"2016-01-24 07:00:16",-115.5169,35.97279,1.8,"MULD",26,39954
"1071","NID10314 20160124 080032",10314,"2016-01-24 08:00:32",-115.5163,35.97213,11.2,"MULD",26,39954
"1072","NID10314 20160124 090048",10314,"2016-01-24 09:00:48",-115.5163,35.9721,2.4,"MULD",26,39954
"1073","NID10314 20160124 100016",10314,"2016-01-24 10:00:16",-115.5161,35.97233,3,"MULD",26,39954
"1074","NID10314 20160124 110033",10314,"2016-01-24 11:00:33",-115.5157,35.97277,3.8,"MULD",26,39954
"1075","NID10314 20160124 120009",10314,"2016-01-24 12:00:09",-115.5157,35.97266,2.4,"MULD",26,39954
"1076","NID10314 20160124 130026",10314,"2016-01-24 13:00:26",-115.5157,35.97273,2,"MULD",26,39954
"1077","NID10314 20160124 140048",10314,"2016-01-24 14:00:48",-115.5155,35.97274,3.2,"MULD",26,39954
"1078","NID10314 20160124 150015",10314,"2016-01-24 15:00:15",-115.5156,35.97224,3.8,"MULD",26,39954
"1079","NID10314 20160124 160048",10314,"2016-01-24 16:00:48",-115.5156,35.97244,2.4,"MULD",26,39954
"1080","NID10314 20160124 170029",10314,"2016-01-24 17:00:29",-115.5154,35.97232,3.2,"MULD",26,39954
"1081","NID10314 20160124 180044",10314,"2016-01-24 18:00:44",-115.5153,35.97238,2.6,"MULD",26,39954
"1082","NID10314 20160124 190019",10314,"2016-01-24 19:00:19",-115.5154,35.97229,2.8,"MULD",26,39954
"1083","NID10314 20160124 200030",10314,"2016-01-24 20:00:30",-115.5153,35.97247,2.6,"MULD",26,39954
"1084","NID10314 20160124 210015",10314,"2016-01-24 21:00:15",-115.513,35.9731,3,"MULD",26,39954
"1085","NID10314 20160124 220017",10314,"2016-01-24 22:00:17",-115.5118,35.97383,2.6,"MULD",26,39954
"1086","NID10314 20160124 230022",10314,"2016-01-24 23:00:22",-115.5118,35.97386,2,"MULD",26,39954
"1087","NID10314 20160125 000017",10314,"2016-01-25 00:00:17",-115.5118,35.97408,2.8,"MULD",26,39954
"1088","NID10314 20160125 010011",10314,"2016-01-25 01:00:11",-115.512,35.97418,6.2,"MULD",26,39954
"1089","NID10314 20160125 020029",10314,"2016-01-25 02:00:29",-115.5118,35.9738,4.8,"MULD",26,39954
"1090","NID10314 20160125 030017",10314,"2016-01-25 03:00:17",-115.5124,35.97379,6,"MULD",26,39954
"1091","NID10314 20160125 040030",10314,"2016-01-25 04:00:30",-115.504,35.97111,2.2,"MULD",26,39954
"1092","NID10314 20160125 050155",10314,"2016-01-25 05:01:55",-115.5018,35.97113,2.2,"MULD",26,39954
"1093","NID10314 20160125 060009",10314,"2016-01-25 06:00:09",-115.5018,35.97111,3.6,"MULD",26,39954
"1094","NID10314 20160125 070010",10314,"2016-01-25 07:00:10",-115.5018,35.97109,3.6,"MULD",26,39954
"1095","NID10314 20160125 080047",10314,"2016-01-25 08:00:47",-115.4986,35.96622,2.4,"MULD",26,39954
"1096","NID10314 20160125 090049",10314,"2016-01-25 09:00:49",-115.4982,35.96239,4,"MULD",26,39954
"1097","NID10314 20160125 100048",10314,"2016-01-25 10:00:48",-115.4975,35.96138,2.6,"MULD",26,39954
"1098","NID10314 20160125 110019",10314,"2016-01-25 11:00:19",-115.4964,35.9612,3.4,"MULD",26,39954
"1099","NID10314 20160125 120048",10314,"2016-01-25 12:00:48",-115.4959,35.96099,2.6,"MULD",26,39954
"1100","NID10314 20160125 130002",10314,"2016-01-25 13:00:02",-115.496,35.96102,2,"MULD",26,39954
"1101","NID10314 20160125 140101",10314,"2016-01-25 14:01:01",-115.4959,35.961,2.6,"MULD",26,39954
"1102","NID10314 20160125 150048",10314,"2016-01-25 15:00:48",-115.4961,35.96082,3.6,"MULD",26,39954
"1103","NID10314 20160125 160030",10314,"2016-01-25 16:00:30",-115.4957,35.9605,2.8,"MULD",26,39954
"1104","NID10314 20160125 170019",10314,"2016-01-25 17:00:19",-115.4954,35.96118,5,"MULD",26,39954
"1105","NID10314 20160125 180048",10314,"2016-01-25 18:00:48",-115.4959,35.96101,3.2,"MULD",26,39954
"1106","NID10314 20160125 190010",10314,"2016-01-25 19:00:10",-115.4959,35.96102,3.4,"MULD",26,39954
"1107","NID10314 20160125 200030",10314,"2016-01-25 20:00:30",-115.4965,35.96134,2,"MULD",26,39954
"1108","NID10314 20160125 210017",10314,"2016-01-25 21:00:17",-115.4959,35.96098,2.6,"MULD",26,39954
"1109","NID10314 20160125 220002",10314,"2016-01-25 22:00:02",-115.4962,35.96098,4.2,"MULD",26,39954
"1110","NID10314 20160125 230022",10314,"2016-01-25 23:00:22",-115.4959,35.961,2.2,"MULD",26,39954
"1111","NID10314 20160126 000009",10314,"2016-01-26 00:00:09",-115.496,35.96101,2.4,"MULD",26,39954
"1112","NID10314 20160126 010026",10314,"2016-01-26 01:00:26",-115.496,35.96088,3.4,"MULD",26,39954
"1113","NID10314 20160126 020030",10314,"2016-01-26 02:00:30",-115.4957,35.96051,3.2,"MULD",26,39954
"1114","NID10314 20160126 030010",10314,"2016-01-26 03:00:10",-115.4958,35.96054,3.2,"MULD",26,39954
"1115","NID10314 20160126 040030",10314,"2016-01-26 04:00:30",-115.4957,35.96049,3.8,"MULD",26,39954
"1116","NID10314 20160126 050016",10314,"2016-01-26 05:00:16",-115.496,35.96107,3,"MULD",26,39954
"1117","NID10314 20160126 060030",10314,"2016-01-26 06:00:30",-115.4979,35.9647,3.6,"MULD",26,39954
"1118","NID10314 20160126 070023",10314,"2016-01-26 07:00:23",-115.498,35.96517,4,"MULD",26,39954
"1119","NID10314 20160126 080048",10314,"2016-01-26 08:00:48",-115.4982,35.96567,3.2,"MULD",26,39954
"1120","NID10314 20160126 090005",10314,"2016-01-26 09:00:05",-115.498,35.96542,2.6,"MULD",26,39954
"1121","NID10314 20160126 100054",10314,"2016-01-26 10:00:54",-115.5002,35.96774,13.2,"MULD",26,39954
"1122","NID10314 20160126 110030",10314,"2016-01-26 11:00:30",-115.5001,35.96791,2,"MULD",26,39954
"1123","NID10314 20160126 120020",10314,"2016-01-26 12:00:20",-115.5001,35.96786,2.6,"MULD",26,39954
"1124","NID10314 20160126 130048",10314,"2016-01-26 13:00:48",-115.5001,35.96788,2.2,"MULD",26,39954
"1125","NID10314 20160126 140030",10314,"2016-01-26 14:00:30",-115.5002,35.96881,2.6,"MULD",26,39954
"1126","NID10314 20160126 150054",10314,"2016-01-26 15:00:54",-115.5014,35.97104,2,"MULD",26,39954
"1127","NID10314 20160126 160017",10314,"2016-01-26 16:00:17",-115.5014,35.97126,2.4,"MULD",26,39954
"1128","NID10314 20160126 170024",10314,"2016-01-26 17:00:24",-115.5015,35.97132,2.6,"MULD",26,39954
"1129","NID10314 20160126 180049",10314,"2016-01-26 18:00:49",-115.5023,35.97088,3.2,"MULD",26,39954
"1130","NID10314 20160126 190010",10314,"2016-01-26 19:00:10",-115.5023,35.97121,2.6,"MULD",26,39954
"1131","NID10314 20160126 200035",10314,"2016-01-26 20:00:35",-115.502,35.97108,2.4,"MULD",26,39954
"1132","NID10314 20160126 210030",10314,"2016-01-26 21:00:30",-115.502,35.97107,3.2,"MULD",26,39954
"1133","NID10314 20160126 220010",10314,"2016-01-26 22:00:10",-115.5031,35.97121,2.8,"MULD",26,39954
"1134","NID10314 20160126 230030",10314,"2016-01-26 23:00:30",-115.5029,35.97101,3,"MULD",26,39954
"1135","NID10314 20160127 000049",10314,"2016-01-27 00:00:49",-115.503,35.97103,4.4,"MULD",26,39954
"1136","NID10314 20160127 010011",10314,"2016-01-27 01:00:11",-115.5029,35.971,3.6,"MULD",26,39954
"1137","NID10314 20160127 020019",10314,"2016-01-27 02:00:19",-115.5029,35.97104,1.8,"MULD",26,39954
"1138","NID10314 20160127 030016",10314,"2016-01-27 03:00:16",-115.5029,35.97105,2.8,"MULD",26,39954
"1139","NID10314 20160127 040024",10314,"2016-01-27 04:00:24",-115.5032,35.97124,2.2,"MULD",26,39954
"1140","NID10314 20160127 050030",10314,"2016-01-27 05:00:30",-115.5032,35.97125,2.2,"MULD",26,39954
"1141","NID10314 20160127 060017",10314,"2016-01-27 06:00:17",-115.5031,35.97126,3.2,"MULD",26,39954
"1142","NID10314 20160127 070025",10314,"2016-01-27 07:00:25",-115.5053,35.97054,6.4,"MULD",26,39954
"1143","NID10314 20160127 080048",10314,"2016-01-27 08:00:48",-115.5092,35.97088,1.8,"MULD",26,39954
"1144","NID10314 20160127 090008",10314,"2016-01-27 09:00:08",-115.5105,35.97312,2.4,"MULD",26,39954
"1145","NID10314 20160127 100009",10314,"2016-01-27 10:00:09",-115.5105,35.97374,2,"MULD",26,39954
"1146","NID10314 20160127 110030",10314,"2016-01-27 11:00:30",-115.5105,35.97369,3.6,"MULD",26,39954
"1147","NID10314 20160127 120017",10314,"2016-01-27 12:00:17",-115.5105,35.97377,4.2,"MULD",26,39954
"1148","NID10314 20160127 130030",10314,"2016-01-27 13:00:30",-115.5105,35.97374,2,"MULD",26,39954
"1149","NID10314 20160127 140049",10314,"2016-01-27 14:00:49",-115.5104,35.97374,2.4,"MULD",26,39954
"1150","NID10314 20160127 150009",10314,"2016-01-27 15:00:09",-115.5104,35.97368,2.2,"MULD",26,39954
"1151","NID10314 20160127 160030",10314,"2016-01-27 16:00:30",-115.5105,35.9737,2.2,"MULD",26,39954
"1152","NID10314 20160127 170032",10314,"2016-01-27 17:00:32",-115.5105,35.97373,2.8,"MULD",26,39954
"1153","NID10314 20160127 180030",10314,"2016-01-27 18:00:30",-115.5107,35.97418,3.4,"MULD",26,39954
"1154","NID10314 20160127 190017",10314,"2016-01-27 19:00:17",-115.5106,35.97427,2.4,"MULD",26,39954
"1155","NID10314 20160127 200030",10314,"2016-01-27 20:00:30",-115.5105,35.97369,1.8,"MULD",26,39954
"1156","NID10314 20160127 210020",10314,"2016-01-27 21:00:20",-115.5105,35.97372,2.8,"MULD",26,39954
"1157","NID10314 20160127 220009",10314,"2016-01-27 22:00:09",-115.5105,35.97371,1.6,"MULD",26,39954
"1158","NID10314 20160127 230030",10314,"2016-01-27 23:00:30",-115.5105,35.97375,3,"MULD",26,39954
"1159","NID10314 20160128 000030",10314,"2016-01-28 00:00:30",-115.5105,35.97369,4.4,"MULD",26,39954
"1160","NID10314 20160128 010013",10314,"2016-01-28 01:00:13",-115.5103,35.97362,4,"MULD",26,39954
"1161","NID10314 20160128 020030",10314,"2016-01-28 02:00:30",-115.5105,35.97372,2,"MULD",26,39954
"1162","NID10314 20160128 030019",10314,"2016-01-28 03:00:19",-115.5105,35.97367,2.6,"MULD",26,39954
"1163","NID10314 20160128 040052",10314,"2016-01-28 04:00:52",-115.5105,35.97369,2.2,"MULD",26,39954
"1164","NID10314 20160128 050048",10314,"2016-01-28 05:00:48",-115.5105,35.9737,1.8,"MULD",26,39954
"1165","NID10314 20160128 060009",10314,"2016-01-28 06:00:09",-115.5105,35.97367,2.4,"MULD",26,39954
"1166","NID10314 20160128 070009",10314,"2016-01-28 07:00:09",-115.5107,35.97426,1.6,"MULD",26,39954
"1167","NID10314 20160128 080029",10314,"2016-01-28 08:00:29",-115.5122,35.97472,3,"MULD",26,39954
"1168","NID10314 20160128 090016",10314,"2016-01-28 09:00:16",-115.514,35.97405,2.8,"MULD",26,39954
"1169","NID10314 20160128 100010",10314,"2016-01-28 10:00:10",-115.5141,35.97363,5.8,"MULD",26,39954
"1170","NID10314 20160128 110048",10314,"2016-01-28 11:00:48",-115.5142,35.97457,4.2,"MULD",26,39954
"1171","NID10314 20160128 120030",10314,"2016-01-28 12:00:30",-115.5141,35.9751,3.4,"MULD",26,39954
"1172","NID10314 20160128 130009",10314,"2016-01-28 13:00:09",-115.5144,35.97543,2.4,"MULD",26,39954
"1173","NID10314 20160128 140029",10314,"2016-01-28 14:00:29",-115.5143,35.97538,4.4,"MULD",26,39954
"1174","NID10314 20160128 150012",10314,"2016-01-28 15:00:12",-115.5155,35.97503,3.2,"MULD",26,39954
"1175","NID10314 20160128 160049",10314,"2016-01-28 16:00:49",-115.5173,35.97464,2.2,"MULD",26,39954
"1176","NID10314 20160128 170048",10314,"2016-01-28 17:00:48",-115.5177,35.97445,4.8,"MULD",26,39954
"1177","NID10314 20160128 180007",10314,"2016-01-28 18:00:07",-115.5178,35.97425,4.6,"MULD",26,39954
"1178","NID10314 20160128 190048",10314,"2016-01-28 19:00:48",-115.5177,35.9743,2.2,"MULD",26,39954
"1179","NID10314 20160128 200030",10314,"2016-01-28 20:00:30",-115.5177,35.97427,2.6,"MULD",26,39954
